node_type,parent_node,join_type,relation_name,alias,plan_rows,actual_rows,startup_cost,total_cost,plan_width,selectivity,cost_ratio,log_plan_rows,filter,hash_cond,index_cond
Aggregate,Sort,None,None,None,67.0,0.0,215.71,218.21,25.0,1.0,1.0115896342311437,1.826075,countfilm_id > #,none,none
Hash Join,Aggregate,Inner,None,None,972.0,976.0,109.22,210.85,19.0,1.0,1.9305072331074895,2.987666,none,actor_id=actor_id,none
Hash Join,Hash Join,Inner,None,None,972.0,976.0,102.72,201.74,4.0,1.0,1.9639797507788164,2.987666,none,film_id=film_id,none
Seq Scan,Hash Join,None,film_actor,fa,5462.0,5462.0,0.0,84.62,4.0,1.0,84.62,3.737352,none,none,none
Hash,Hash Join,None,None,None,178.0,178.0,100.5,100.5,4.0,0.1831275720164609,1.0,2.25042,none,none,none
Seq Scan,Hash,None,film,f,178.0,178.0,0.0,100.5,4.0,1.0,100.5,2.25042,rating = 'g'::mpaa_rating,none,none
Hash,Hash Join,None,None,None,200.0,200.0,4.0,4.0,17.0,0.205761316872428,1.0,2.30103,none,none,none
Seq Scan,Hash,None,actor,a,200.0,200.0,0.0,4.0,17.0,1.0,4.0,2.30103,none,none,none
Limit,ROOT,None,None,None,41.0,0.0,221.16,221.26,25.0,1.0,1.000452161331163,1.612784,none,none,none
Sort,Limit,None,None,None,67.0,0.0,221.16,221.33,25.0,1.0,1.000768674262977,1.826075,none,none,none
Aggregate,Sort,None,None,None,67.0,0.0,216.63,219.13,25.0,1.0,1.01154041453169,1.826075,countfilm_id > #,none,none
Hash Join,Aggregate,Inner,None,None,1065.0,1031.0,109.44,211.3,19.0,1.0,1.9307383040935675,3.02735,none,actor_id=actor_id,none
Hash Join,Hash Join,Inner,None,None,1065.0,1031.0,102.94,201.95,4.0,1.0,1.9618224208276664,3.02735,none,film_id=film_id,none
Seq Scan,Hash Join,None,film_actor,fa,5462.0,5462.0,0.0,84.62,4.0,1.0,84.62,3.737352,none,none,none
Hash,Hash Join,None,None,None,195.0,195.0,100.5,100.5,4.0,0.18309859154929578,1.0,2.290035,none,none,none
Seq Scan,Hash,None,film,f,195.0,195.0,0.0,100.5,4.0,1.0,100.5,2.290035,rating = 'r'::mpaa_rating,none,none
Hash,Hash Join,None,None,None,200.0,200.0,4.0,4.0,17.0,0.18779342723004694,1.0,2.30103,none,none,none
Seq Scan,Hash,None,actor,a,200.0,200.0,0.0,4.0,17.0,1.0,4.0,2.30103,none,none,none
Limit,ROOT,None,None,None,17.0,14.0,62.23,62.27,85.0,1.0,1.0006427767957577,1.230449,none,none,none
Sort,Limit,None,None,None,17.0,14.0,62.23,62.27,85.0,1.0,1.0006427767957577,1.230449,none,none,none
Nested Loop,Sort,Inner,None,None,17.0,14.0,1.49,61.88,85.0,1.0,41.530201342281885,1.230449,none,none,none
Hash Join,Nested Loop,Inner,None,None,62.0,56.0,1.21,20.53,70.0,1.0,16.96694214876033,1.792392,none,category_id=category_id,none
Seq Scan,Hash Join,None,film_category,fc,1000.0,1000.0,0.0,16.0,4.0,1.0,16.0,3.0,none,none,none
Hash,Hash Join,None,None,None,1.0,1.0,1.2,1.2,72.0,0.016129032258064516,1.0,0.0,none,none,none
Seq Scan,Hash,None,category,c,1.0,1.0,0.0,1.2,72.0,1.0,1.2,0.0,name::text = 'horror'::text,none,none
Index Scan,Nested Loop,None,film,f,1.0,0.0,0.28,0.67,21.0,0.058823529411764705,2.392857142857143,0.0,length > #,none,none
Limit,ROOT,None,None,None,1.0,0.0,298.78,298.8,25.0,1.0,1.0000669388847983,0.0,none,none,none
Aggregate,Limit,None,None,None,1.0,0.0,298.78,298.8,25.0,1.0,1.0000669388847983,0.0,countpayment_id > #,none,none
Sort,Aggregate,None,None,None,1.0,0.0,298.78,298.78,21.0,1.0,1.0,0.0,none,none,none
Nested Loop,Sort,Inner,None,None,1.0,0.0,0.28,298.77,21.0,1.0,1067.0357142857142,0.0,none,none,none
Seq Scan,Nested Loop,None,payment,p,1.0,0.0,0.0,290.45,6.0,1.0,290.45,0.0,payment_date > '#-#-# #:#:#'::timestamp without time zone,none,none
Index Scan,Nested Loop,None,customer,c,1.0,0.0,0.28,8.29,17.0,1.0,29.60714285714285,0.0,none,none,none
Limit,ROOT,None,None,None,26.0,27.0,62.49,62.56,85.0,1.0,1.0011201792286766,1.414973,none,none,none
Sort,Limit,None,None,None,26.0,27.0,62.49,62.56,85.0,1.0,1.0011201792286766,1.414973,none,none,none
Nested Loop,Sort,Inner,None,None,26.0,27.0,1.49,61.88,85.0,1.0,41.530201342281885,1.414973,none,none,none
Hash Join,Nested Loop,Inner,None,None,62.0,58.0,1.21,20.53,70.0,1.0,16.96694214876033,1.792392,none,category_id=category_id,none
Seq Scan,Hash Join,None,film_category,fc,1000.0,1000.0,0.0,16.0,4.0,1.0,16.0,3.0,none,none,none
Hash,Hash Join,None,None,None,1.0,1.0,1.2,1.2,72.0,0.016129032258064516,1.0,0.0,none,none,none
Seq Scan,Hash,None,category,c,1.0,1.0,0.0,1.2,72.0,1.0,1.2,0.0,name::text = 'comedy'::text,none,none
Index Scan,Nested Loop,None,film,f,1.0,0.0,0.28,0.67,21.0,0.038461538461538464,2.392857142857143,0.0,length > #,none,none
Limit,ROOT,None,None,None,1.0,0.0,298.78,298.8,25.0,1.0,1.0000669388847983,0.0,none,none,none
Aggregate,Limit,None,None,None,1.0,0.0,298.78,298.8,25.0,1.0,1.0000669388847983,0.0,countpayment_id > #,none,none
Sort,Aggregate,None,None,None,1.0,0.0,298.78,298.78,21.0,1.0,1.0,0.0,none,none,none
Nested Loop,Sort,Inner,None,None,1.0,0.0,0.28,298.77,21.0,1.0,1067.0357142857142,0.0,none,none,none
Seq Scan,Nested Loop,None,payment,p,1.0,0.0,0.0,290.45,6.0,1.0,290.45,0.0,payment_date > '#-#-# #:#:#'::timestamp without time zone,none,none
Index Scan,Nested Loop,None,customer,c,1.0,0.0,0.28,8.29,17.0,1.0,29.60714285714285,0.0,none,none,none
Limit,ROOT,None,None,None,10.0,10.0,207.32,207.35,95.0,1.0,1.0001447038394753,1.0,none,none,none
Sort,Limit,None,None,None,102.0,10.0,207.32,207.58,95.0,1.0,1.0012540999421184,2.0086,none,none,none
Aggregate,Sort,None,None,None,102.0,15.0,201.31,205.12,95.0,1.0,1.018926034474194,2.0086,countrental_id > #,none,none
Nested Loop,Aggregate,Inner,None,None,305.0,286.0,62.41,199.02,91.0,1.0,3.1889120333279926,2.4843,none,none,none
Hash Join,Nested Loop,Inner,None,None,87.0,84.0,62.12,150.98,91.0,0.28524590163934427,2.430457179652286,1.939519,none,film_id=film_id,none
Seq Scan,Hash Join,None,inventory,i,4581.0,4581.0,0.0,70.81,6.0,1.0,70.81,3.66096,none,none,none
Hash,Hash Join,None,None,None,19.0,17.0,61.88,61.88,89.0,0.21839080459770116,1.0,1.278754,none,none,none
Nested Loop,Hash,Inner,None,None,19.0,17.0,1.49,61.88,89.0,1.0,41.530201342281885,1.278754,none,none,none
Hash Join,Nested Loop,Inner,None,None,62.0,64.0,1.21,20.53,70.0,1.0,16.96694214876033,1.792392,none,category_id=category_id,none
Seq Scan,Hash Join,None,film_category,fc,1000.0,1000.0,0.0,16.0,4.0,1.0,16.0,3.0,none,none,none
Hash,Hash Join,None,None,None,1.0,1.0,1.2,1.2,72.0,0.016129032258064516,1.0,0.0,none,none,none
Seq Scan,Hash,None,category,c,1.0,1.0,0.0,1.2,72.0,1.0,1.2,0.0,name::text ~~ '%action%'::text,none,none
